gene,promoter,gene_position,direction,tss,evidence
rph,rphp,3816549.0,-,3816580.0,"[""none"", ""EXP""]"
pyrF,pyrFp,1341921.0,+,1341870.0,"[""COMP"", ""EXP""]"
yciH,pyrFp,1342658.0,+,1341870.0,"[""COMP"", ""EXP""]"
pyrH,pyrHp,191855.0,+,191812.0,"[""none"", ""EXP"", ""COMP""]"
qmcA,qmcAp,515773.0,-,515823.0,"[""none"", ""EXP""]"
ybbJ,qmcAp,514859.0,-,515823.0,"[""none"", ""EXP""]"
qorA,qorAp,4264231.0,-,4264304.0,"[""EXP""]"
qseB,qseBp1,3169828.0,+,3169801.0,"[""COMP"", ""EXP""]"
qseC,qseBp1,3170484.0,+,3169801.0,"[""COMP"", ""EXP""]"
qseB,ygiWp6,3169828.0,+,3169749.0,"[""none"", ""COMP"", ""EXP""]"
qseC,ygiWp6,3170484.0,+,3169749.0,"[""none"", ""COMP"", ""EXP""]"
queA,queAp,425011.0,+,424985.0,"[""none"", ""EXP"", ""COMP""]"
queF,queFp,2925348.0,+,2925321.0,"[""EXP""]"
queG,queGp,4394067.0,-,4394092.0,"[""none"", ""EXP""]"
radA,serBp,4625912.0,+,4624856.0,"[""none"", ""EXP""]"
serB,serBp,4624895.0,+,4624856.0,"[""none"", ""EXP""]"
radD,radDp,2280632.0,+,2280622.0,"[""COMP"", ""COMP"", ""EXP""]"
raiA,raiAp,2737154.0,+,2737104.0,"[""none"", ""EXP"", ""EXP""]"
raiZ,raiAp,2737381.0,+,2737104.0,"[""none"", ""EXP"", ""EXP""]"
ralA,ralAp,1413556.0,+,1413556.0,"[""none"", ""EXP""]"
rapA,rapAp2,63264.0,-,63588.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP"", ""EXP""]"
rapA,rapAp3,63264.0,-,63588.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP"", ""EXP""]"
rapA,rapAp1,63264.0,-,63358.0,"[""COMP"", ""EXP"", ""COMP"", ""COMP""]"
rluA,rapAp1,60346.0,-,63358.0,"[""COMP"", ""EXP"", ""COMP"", ""COMP""]"
ravA,ravAp,3931093.0,-,3931128.0,"[""none"", ""EXP""]"
viaA,ravAp,3929603.0,-,3931128.0,"[""none"", ""EXP""]"
rbn,rbnp,2381608.0,+,2381582.0,"[""COMP"", ""EXP"", ""COMP""]"
rbsA,rbsDp,3933778.0,+,3933322.0,"[""COMP"", ""EXP""]"
rbsB,rbsDp,3936278.0,+,3933322.0,"[""COMP"", ""EXP""]"
rbsC,rbsDp,3935288.0,+,3933322.0,"[""COMP"", ""EXP""]"
rbsD,rbsDp,3933351.0,+,3933322.0,"[""COMP"", ""EXP""]"
rbsK,rbsDp,3937294.0,+,3933322.0,"[""COMP"", ""EXP""]"
rbsR,rbsDp,3938227.0,+,3933322.0,"[""COMP"", ""EXP""]"
rcdB,yhjCp,3672414.0,+,3672136.0,"[""COMP"", ""COMP"", ""EXP""]"
rclA,ykgCp1,320001.0,-,320215.0,"[""COMP""]"
rclB,ykgCp1,318567.0,-,320215.0,"[""COMP""]"
rclC,ykgCp1,318319.0,-,320215.0,"[""COMP""]"
rcnA,rcnAp,2185917.0,+,2185827.0,"[""COMP"", ""EXP""]"
rcnB,rcnAp,2186960.0,+,2185827.0,"[""COMP"", ""EXP""]"
rcnR,rcnRp,2185796.0,-,2185903.0,"[""COMP"", ""EXP""]"
rcsA,rcsAp,2023968.0,+,2023836.0,"[""COMP"", ""EXP"", ""COMP""]"
rcsB,rcsBp2,2316177.0,+,2315975.0,"[""COMP"", ""EXP""]"
rcsB,rcsBp1,2316177.0,+,2315695.0,"[""COMP"", ""EXP""]"
rcsB,rcsDp,2316177.0,+,2313452.0,"[""COMP"", ""EXP""]"
rcsD,rcsDp,2313488.0,+,2313452.0,"[""COMP"", ""EXP""]"
rdcA,rdcAp2,4327135.0,+,4327064.0,"[""COMP"", ""COMP""]"
rdcB,rdcAp2,4329360.0,+,4327064.0,"[""COMP"", ""COMP""]"
rdcA,rdcAp1,4327135.0,+,4327079.0,"[""COMP"", ""COMP""]"
rdcB,rdcAp1,4329360.0,+,4327079.0,"[""COMP"", ""COMP""]"
rdlD,rdlDp,3700136.0,+,3700136.0,"[""COMP"", ""EXP"", ""COMP""]"
recA,recAp,2823769.0,-,2823819.0,"[""COMP"", ""EXP"", ""COMP""]"
recX,recAp,2822639.0,-,2823819.0,"[""COMP"", ""EXP"", ""COMP""]"
recC,recCp,2962428.0,-,2962507.0,"[""none"", ""EXP"", ""COMP""]"
recF,recFp1,3881221.0,-,3881841.0,"[""none"", ""EXP""]"
recF,recFp2,3881221.0,-,3881861.0,"[""none"", ""EXP""]"
recG,rpoZp,3825210.0,+,3822077.0,"[""COMP""]"
rpoZ,rpoZp,3822106.0,+,3822077.0,"[""COMP""]"
spoT,rpoZp,3822400.0,+,3822077.0,"[""COMP""]"
trmH,rpoZp,3824515.0,+,3822077.0,"[""COMP""]"
recN,recNp,2751795.0,+,2751759.0,"[""COMP"", ""COMP""]"
recQ,recQp,4005864.0,+,4005836.0,"[""none"", ""COMP""]"
recR,ybaBp,494405.0,+,493709.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP"", ""COMP""]"
ybaB,ybaBp,494076.0,+,493709.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP"", ""COMP""]"
relA,relAp3,2913651.0,-,2913700.0,"[""none"", ""EXP""]"
relA,relAp4,2913651.0,-,2914318.0,"[""none"", ""EXP""]"
rep,repp,3960677.0,+,3960647.0,"[""COMP"", ""EXP"", ""COMP""]"
rfaD,rfaDp2,3793987.0,+,3793896.0,"[""none"", ""EXP"", ""COMP""]"
waaC,rfaDp2,3795979.0,+,3793896.0,"[""none"", ""EXP"", ""COMP""]"
waaF,rfaDp2,3794929.0,+,3793896.0,"[""none"", ""EXP"", ""COMP""]"
waaL,rfaDp2,3796948.0,+,3793896.0,"[""none"", ""EXP"", ""COMP""]"
rfaD,rfaDp3,3793987.0,+,3793865.0,"[""COMP"", ""EXP""]"
waaC,rfaDp3,3795979.0,+,3793865.0,"[""COMP"", ""EXP""]"
waaF,rfaDp3,3794929.0,+,3793865.0,"[""COMP"", ""EXP""]"
waaL,rfaDp3,3796948.0,+,3793865.0,"[""COMP"", ""EXP""]"
rfaD,rfaDp1,3793987.0,+,3793939.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
waaC,rfaDp1,3795979.0,+,3793939.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
waaF,rfaDp1,3794929.0,+,3793939.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
waaL,rfaDp1,3796948.0,+,3793939.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
rfaD,rfaDp4,3793987.0,+,3793970.0,"[""COMP"", ""EXP"", ""COMP""]"
waaC,rfaDp4,3795979.0,+,3793970.0,"[""COMP"", ""EXP"", ""COMP""]"
waaF,rfaDp4,3794929.0,+,3793970.0,"[""COMP"", ""EXP"", ""COMP""]"
waaL,rfaDp4,3796948.0,+,3793970.0,"[""COMP"", ""EXP"", ""COMP""]"
rfe,rfep,3967916.0,+,3967800.0,"[""COMP"", ""COMP""]"
rffC,rfep,3974467.0,+,3967800.0,"[""COMP"", ""COMP""]"
rffG,rfep,3972522.0,+,3967800.0,"[""COMP"", ""COMP""]"
rffH,rfep,3973608.0,+,3967800.0,"[""COMP"", ""COMP""]"
rffM,rfep,3979956.0,+,3967800.0,"[""COMP"", ""COMP""]"
wecB,rfep,3970133.0,+,3967800.0,"[""COMP"", ""COMP""]"
wecC,rfep,3971260.0,+,3967800.0,"[""COMP"", ""COMP""]"
wecE,rfep,3975146.0,+,3967800.0,"[""COMP"", ""COMP""]"
wecF,rfep,3977525.0,+,3967800.0,"[""COMP"", ""COMP""]"
wzxE,rfep,3976278.0,+,3967800.0,"[""COMP"", ""COMP""]"
wzyE,rfep,3978601.0,+,3967800.0,"[""COMP"", ""COMP""]"
wzzE,rfep,3969031.0,+,3967800.0,"[""COMP"", ""COMP""]"
rflP,ydiVp,1792020.0,-,1792087.0,"[""COMP"", ""COMP""]"
rhaA,rhaBp,4095982.0,-,4097472.0,"[""COMP"", ""EXP""]"
rhaB,rhaBp,4097448.0,-,4097472.0,"[""COMP"", ""EXP""]"
rhaD,rhaBp,4094272.0,-,4097472.0,"[""COMP"", ""EXP""]"
rhaD,rhaDp,4094272.0,-,4094385.0,"[""COMP"", ""COMP"", ""EXP""]"
rhaR,rhaSp2,4098646.0,+,4097711.0,"[""COMP"", ""EXP""]"
rhaS,rhaSp2,4097736.0,+,4097711.0,"[""COMP"", ""EXP""]"
rhaR,rhaSp,4098646.0,+,4097711.0,"[""COMP"", ""EXP""]"
rhaS,rhaSp,4097736.0,+,4097711.0,"[""COMP"", ""EXP""]"
rhaT,rhaTp,4100525.0,-,4100566.0,"[""COMP"", ""EXP"", ""COMP""]"
rho,rhoLp,3966417.0,+,3966162.0,"[""none"", ""EXP"", ""EXP""]"
rhoL,rhoLp,3966231.0,+,3966162.0,"[""none"", ""EXP"", ""EXP""]"
ribA,ribAp2,1339160.0,-,1339234.0,"[""COMP"", ""EXP"", ""COMP""]"
ribA,ribAp1,1339160.0,-,1339190.0,"[""COMP"", ""EXP"", ""COMP""]"
ribB,ribBp,3184466.0,-,3184718.0,"[""none"", ""EXP"", ""EXP""]"
ridA,ridAp,4470913.0,-,4470946.0,"[""EXP""]"
rihB,rihBp,2255186.0,-,2255252.0,"[""COMP"", ""COMP"", ""EXP""]"
rimJ,rimJp,1125562.0,+,1125522.0,"[""none"", ""COMP""]"
rimK,rimKp,891967.0,+,891876.0,"[""COMP"", ""COMP"", ""EXP""]"
ybjN,rimKp,892957.0,+,891876.0,"[""COMP"", ""COMP"", ""EXP""]"
rimL,rimLp,1498938.0,+,1498743.0,"[""none"", ""COMP""]"
rimM,rpsPp,2745918.0,-,2746254.0,"[""COMP"", ""EXP""]"
rplS,rpsPp,2744530.0,-,2746254.0,"[""COMP"", ""EXP""]"
rpsP,rpsPp,2746185.0,-,2746254.0,"[""COMP"", ""EXP""]"
trmD,rpsPp,2745339.0,-,2746254.0,"[""COMP"", ""EXP""]"
rimO,rimOp,878035.0,-,878070.0,"[""EXP""]"
rirA,rirAp,3808238.0,-,3808238.0,"[""COMP"", ""EXP"", ""EXP""]"
waaB,rirAp,3804137.0,-,3808238.0,"[""COMP"", ""EXP"", ""EXP""]"
waaG,rirAp,3807067.0,-,3808238.0,"[""COMP"", ""EXP"", ""EXP""]"
waaJ,rirAp,3801999.0,-,3808238.0,"[""COMP"", ""EXP"", ""EXP""]"
waaO,rirAp,3803058.0,-,3808238.0,"[""COMP"", ""EXP"", ""EXP""]"
waaP,rirAp,3805950.0,-,3808238.0,"[""COMP"", ""EXP"", ""EXP""]"
waaQ,rirAp,3808098.0,-,3808238.0,"[""COMP"", ""EXP"", ""EXP""]"
waaS,rirAp,3805116.0,-,3808238.0,"[""COMP"", ""EXP"", ""EXP""]"
waaU,rirAp,3799312.0,-,3808238.0,"[""COMP"", ""EXP"", ""EXP""]"
waaY,rirAp,3800965.0,-,3808238.0,"[""COMP"", ""EXP"", ""EXP""]"
waaZ,rirAp,3800196.0,-,3808238.0,"[""COMP"", ""EXP"", ""EXP""]"
rlmD,rlmDp,2915000.0,-,2915043.0,"[""EXP""]"
rlmJ,rlmJp,3645385.0,+,3645350.0,"[""EXP""]"
rlmL,rlmLp,1007844.0,+,1007672.0,"[""none"", ""EXP""]"
uup,rlmLp,1009964.0,+,1007672.0,"[""none"", ""EXP""]"
rmf,rmfp,1015715.0,+,1015657.0,"[""none"", ""EXP""]"
rna,rnap,645003.0,-,645034.0,"[""EXP""]"
rnb,rnbp1,1348912.0,-,1349129.0,"[""COMP"", ""EXP"", ""COMP""]"
rnb,rnbp2,1348912.0,-,1348944.0,"[""COMP"", ""EXP"", ""COMP""]"
rnd,rndp,1887991.0,-,1888061.0,"[""COMP"", ""EXP""]"
rne,rnep1,1144367.0,-,1144728.0,"[""COMP"", ""COMP"", ""EXP""]"
rne,rnep4,1144367.0,-,1144421.0,"[""EXP""]"
rne,rnep2,1144367.0,-,1144762.0,"[""COMP"", ""EXP""]"
rne,rnep3,1144367.0,-,1144873.0,"[""COMP"", ""EXP""]"
rnhA,rnhAp,236002.0,-,236041.0,"[""none"", ""EXP"", ""COMP""]"
rnlA,rnlAp1,2765918.0,+,2765906.0,"[""COMP"", ""COMP"", ""EXP""]"
rnlA,rnlAp2,2765918.0,+,2765894.0,"[""COMP"", ""EXP""]"
rnlB,rnlAp2,2766984.0,+,2765894.0,"[""COMP"", ""EXP""]"
rnlB,rnlBp1,2766984.0,+,2766707.0,"[""COMP"", ""EXP"", ""COMP""]"
rnlB,rnlBp2,2766984.0,+,2766860.0,"[""COMP"", ""EXP""]"
rnpA,rpmHp3,3884493.0,+,3884065.0,"[""none"", ""EXP""]"
rpmH,rpmHp3,3884336.0,+,3884065.0,"[""none"", ""EXP""]"
rnpA,rpmHp1,3884493.0,+,3884111.0,"[""none"", ""EXP""]"
rpmH,rpmHp1,3884336.0,+,3884111.0,"[""none"", ""EXP""]"
rnpA,rpmHp2,3884493.0,+,3884237.0,"[""none"", ""EXP""]"
rpmH,rpmHp2,3884336.0,+,3884237.0,"[""none"", ""EXP""]"
rnpB,rnpBp,3270592.0,-,3270592.0,"[""none"", ""EXP"", ""EXP""]"
rob,robp,4635310.0,-,4635353.0,"[""none"", ""EXP""]"
rof,yaePp,213932.0,-,214187.0,"[""none"", ""EXP""]"
yaeP,yaePp,214125.0,-,214187.0,"[""none"", ""EXP""]"
rpiA,rpiAp,3059325.0,-,3059353.0,"[""none"", ""EXP""]"
rpiB,rpiBp,4313350.0,+,4313257.0,"[""COMP"", ""EXP"", ""COMP""]"
rplA,rplKp,4178879.0,+,4178354.0,"[""none"", ""EXP"", ""COMP"", ""EXP""]"
rplJ,rplKp,4179996.0,+,4178354.0,"[""none"", ""EXP"", ""COMP"", ""EXP""]"
rplK,rplKp,4178447.0,+,4178354.0,"[""none"", ""EXP"", ""COMP"", ""EXP""]"
rplL,rplKp,4180560.0,+,4178354.0,"[""none"", ""EXP"", ""COMP"", ""EXP""]"
rpoB,rplKp,4181245.0,+,4178354.0,"[""none"", ""EXP"", ""COMP"", ""EXP""]"
rpoC,rplKp,4185350.0,+,4178354.0,"[""none"", ""EXP"", ""COMP"", ""EXP""]"
rplB,rpsJp,3451364.0,-,3453442.0,"[""COMP"", ""EXP""]"
rplC,rpsJp,3452926.0,-,3453442.0,"[""COMP"", ""EXP""]"
rplD,rpsJp,3452286.0,-,3453442.0,"[""COMP"", ""EXP""]"
rplP,rpsJp,3449169.0,-,3453442.0,"[""COMP"", ""EXP""]"
rplV,rpsJp,3450233.0,-,3453442.0,"[""COMP"", ""EXP""]"
rplW,rpsJp,3451684.0,-,3453442.0,"[""COMP"", ""EXP""]"
rpmC,rpsJp,3448759.0,-,3453442.0,"[""COMP"", ""EXP""]"
rpsC,rpsJp,3449883.0,-,3453442.0,"[""COMP"", ""EXP""]"
rpsJ,rpsJp,3453270.0,-,3453442.0,"[""COMP"", ""EXP""]"
rpsQ,rpsJp,3448568.0,-,3453442.0,"[""COMP"", ""EXP""]"
rpsS,rpsJp,3450526.0,-,3453442.0,"[""COMP"", ""EXP""]"
rplE,rplNp,3447438.0,-,3448222.0,"[""none"", ""EXP""]"
rplF,rplNp,3446140.0,-,3448222.0,"[""none"", ""EXP""]"
rplN,rplNp,3448149.0,-,3448222.0,"[""none"", ""EXP""]"
rplO,rplNp,3444539.0,-,3448222.0,"[""none"", ""EXP""]"
rplR,rplNp,3445597.0,-,3448222.0,"[""none"", ""EXP""]"
rplX,rplNp,3447767.0,-,3448222.0,"[""none"", ""EXP""]"
rpmD,rplNp,3444722.0,-,3448222.0,"[""none"", ""EXP""]"
rpmJ,rplNp,3442734.0,-,3448222.0,"[""none"", ""EXP""]"
rpsE,rplNp,3445229.0,-,3448222.0,"[""none"", ""EXP""]"
rpsH,rplNp,3446545.0,-,3448222.0,"[""none"", ""EXP""]"
rpsN,rplNp,3446884.0,-,3448222.0,"[""none"", ""EXP""]"
secY,rplNp,3444097.0,-,3448222.0,"[""none"", ""EXP""]"
rplJ,rplJp,4179996.0,+,4179623.0,"[""none"", ""EXP"", ""EXP"", ""COMP""]"
rplL,rplJp,4180560.0,+,4179623.0,"[""none"", ""EXP"", ""EXP"", ""COMP""]"
rpoB,rplJp,4181245.0,+,4179623.0,"[""none"", ""EXP"", ""EXP"", ""COMP""]"
rpoC,rplJp,4185350.0,+,4179623.0,"[""none"", ""EXP"", ""EXP"", ""COMP""]"
rplM,rplMp,3378651.0,-,3378808.0,"[""none"", ""EXP""]"
rpsI,rplMp,3378207.0,-,3378808.0,"[""none"", ""EXP""]"
rplQ,rpsMp1,3439999.0,-,3442495.0,"[""EXP""]"
rpoA,rpsMp1,3441029.0,-,3442495.0,"[""EXP""]"
rpsD,rpsMp1,3441675.0,-,3442495.0,"[""EXP""]"
rpsK,rpsMp1,3442098.0,-,3442495.0,"[""EXP""]"
rpsM,rpsMp1,3442471.0,-,3442495.0,"[""EXP""]"
rplQ,rpsMp2,3439999.0,-,3442565.0,"[""COMP"", ""EXP"", ""EXP"", ""COMP""]"
rpoA,rpsMp2,3441029.0,-,3442565.0,"[""COMP"", ""EXP"", ""EXP"", ""COMP""]"
rpsD,rpsMp2,3441675.0,-,3442565.0,"[""COMP"", ""EXP"", ""EXP"", ""COMP""]"
rpsK,rpsMp2,3442098.0,-,3442565.0,"[""COMP"", ""EXP"", ""EXP"", ""COMP""]"
rpsM,rpsMp2,3442471.0,-,3442565.0,"[""COMP"", ""EXP"", ""EXP"", ""COMP""]"
rplT,rplTp,1799749.0,-,1799763.0,"[""none"", ""EXP"", ""COMP""]"
rplT,rpmIp,1799749.0,-,1800427.0,"[""COMP"", ""EXP"", ""EXP"", ""EXP""]"
rpmI,rpmIp,1799999.0,-,1800427.0,"[""COMP"", ""EXP"", ""EXP"", ""EXP""]"
rplY,rplVp,2282517.0,+,2282440.0,"[""COMP"", ""COMP""]"
rpmE,rpmEp1,4127013.0,+,4126854.0,"[""none"", ""EXP"", ""EXP""]"
rpmE,rpmEp2,4127013.0,+,4126908.0,"[""none"", ""EXP"", ""EXP"", ""EXP"", ""EXP""]"
rpmF,yceDp1,1147367.0,+,1146649.0,"[""none"", ""COMP"", ""EXP""]"
yceD,yceDp1,1146794.0,+,1146649.0,"[""none"", ""COMP"", ""EXP""]"
rpmF,yceDp2,1147367.0,+,1146791.0,"[""none"", ""COMP"", ""EXP""]"
yceD,yceDp2,1146794.0,+,1146791.0,"[""none"", ""COMP"", ""EXP""]"
rpoB,rpoBp,4181245.0,+,4181063.0,"[""none"", ""EXP""]"
rpoC,rpoBp,4185350.0,+,4181063.0,"[""none"", ""EXP""]"
rpoD,rpoDp3,3213047.0,+,3212688.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP"", ""EXP"", ""EXP""]"
rpoD,rpoDp1,3213047.0,+,3212473.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
rpoD,rpoDp2,3213047.0,+,3212637.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
rpoD,rpoDp4,3213047.0,+,3212693.0,"[""COMP"", ""EXP"", ""COMP""]"
rpoE,rpoEp2a,2710012.0,-,2710087.0,"[""COMP"", ""EXP"", ""EXP"", ""EXP"", ""COMP"", ""EXP"", ""EXP""]"
rseA,rpoEp2a,2709404.0,-,2710087.0,"[""COMP"", ""EXP"", ""EXP"", ""EXP"", ""COMP"", ""EXP"", ""EXP""]"
rseB,rpoEp2a,2708754.0,-,2710087.0,"[""COMP"", ""EXP"", ""EXP"", ""EXP"", ""COMP"", ""EXP"", ""EXP""]"
rseC,rpoEp2a,2707801.0,-,2710087.0,"[""COMP"", ""EXP"", ""EXP"", ""EXP"", ""COMP"", ""EXP"", ""EXP""]"
rpoE,rpoEp,2710012.0,-,2710087.0,"[""COMP"", ""EXP"", ""EXP"", ""EXP"", ""COMP"", ""EXP"", ""EXP""]"
rseA,rpoEp,2709404.0,-,2710087.0,"[""COMP"", ""EXP"", ""EXP"", ""EXP"", ""COMP"", ""EXP"", ""EXP""]"
rseB,rpoEp,2708754.0,-,2710087.0,"[""COMP"", ""EXP"", ""EXP"", ""EXP"", ""COMP"", ""EXP"", ""EXP""]"
rseC,rpoEp,2707801.0,-,2710087.0,"[""COMP"", ""EXP"", ""EXP"", ""EXP"", ""COMP"", ""EXP"", ""EXP""]"
rpoE,rpoEp5,2710012.0,-,2710165.0,"[""COMP"", ""EXP""]"
rseA,rpoEp5,2709404.0,-,2710165.0,"[""COMP"", ""EXP""]"
rseB,rpoEp5,2708754.0,-,2710165.0,"[""COMP"", ""EXP""]"
rseC,rpoEp5,2707801.0,-,2710165.0,"[""COMP"", ""EXP""]"
rpoE,rpoEp1b,2710012.0,-,2710393.0,"[""COMP"", ""EXP""]"
rseA,rpoEp1b,2709404.0,-,2710393.0,"[""COMP"", ""EXP""]"
rseB,rpoEp1b,2708754.0,-,2710393.0,"[""COMP"", ""EXP""]"
rseC,rpoEp1b,2707801.0,-,2710393.0,"[""COMP"", ""EXP""]"
rseD,rpoEp1b,2710164.0,-,2710393.0,"[""COMP"", ""EXP""]"
rpoE,rseDp,2710012.0,-,2710339.0,"[""COMP"", ""EXP""]"
rseA,rseDp,2709404.0,-,2710339.0,"[""COMP"", ""EXP""]"
rseB,rseDp,2708754.0,-,2710339.0,"[""COMP"", ""EXP""]"
rseC,rseDp,2707801.0,-,2710339.0,"[""COMP"", ""EXP""]"
rseD,rseDp,2710164.0,-,2710339.0,"[""COMP"", ""EXP""]"
rpoE,rpoEp4,2710012.0,-,2710230.0,"[""COMP"", ""EXP""]"
rseA,rpoEp4,2709404.0,-,2710230.0,"[""COMP"", ""EXP""]"
rseB,rpoEp4,2708754.0,-,2710230.0,"[""COMP"", ""EXP""]"
rseC,rpoEp4,2707801.0,-,2710230.0,"[""COMP"", ""EXP""]"
rseD,rpoEp4,2710164.0,-,2710230.0,"[""COMP"", ""EXP""]"
rpoE,rpoEp1a,2710012.0,-,2710186.0,"[""none"", ""EXP"", ""EXP""]"
rseA,rpoEp1a,2709404.0,-,2710186.0,"[""none"", ""EXP"", ""EXP""]"
rseB,rpoEp1a,2708754.0,-,2710186.0,"[""none"", ""EXP"", ""EXP""]"
rseC,rpoEp1a,2707801.0,-,2710186.0,"[""none"", ""EXP"", ""EXP""]"
rseD,rpoEp1a,2710164.0,-,2710186.0,"[""none"", ""EXP"", ""EXP""]"
rpoE,rpoEp2b,2710012.0,-,2710339.0,"[""COMP"", ""EXP""]"
rseA,rpoEp2b,2709404.0,-,2710339.0,"[""COMP"", ""EXP""]"
rseB,rpoEp2b,2708754.0,-,2710339.0,"[""COMP"", ""EXP""]"
rseC,rpoEp2b,2707801.0,-,2710339.0,"[""COMP"", ""EXP""]"
rseD,rpoEp2b,2710164.0,-,2710339.0,"[""COMP"", ""EXP""]"
rpoH,rpoHp4,3600783.0,-,3600863.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP"", ""COMP"", ""EXP"", ""EXP"", ""EXP""]"
rpoH,rpoHp2,3600783.0,-,3601003.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP"", ""EXP"", ""COMP"", ""EXP"", ""EXP""]"
rpoH,rpoHp5,3600783.0,-,3600849.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP"", ""EXP"", ""EXP""]"
rpoH,rpoHp6,3600783.0,-,3600813.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
rpoH,rpoHp1,3600783.0,-,3601003.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP"", ""EXP"", ""COMP"", ""EXP"", ""EXP""]"
rpoH,rpoHp3,3600783.0,-,3600870.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP"", ""COMP"", ""EXP"", ""COMP"", ""EXP"", ""EXP"", ""EXP"", ""EXP""]"
rpoS,rpoSp3,2867551.0,-,2867654.0,"[""EXP""]"
rpoS,rpoSp2,2867551.0,-,2867607.0,"[""EXP""]"
rpoS,rpoSp4,2867551.0,-,2867724.0,"[""EXP""]"
rpoS,rpoSp,2867551.0,-,2868118.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP"", ""COMP""]"
rpoS,rpoSp1,2867551.0,-,2867567.0,"[""EXP""]"
rprA,rprAp,1770372.0,+,1770372.0,"[""none"", ""EXP""]"
rpsB,rpsBp,189874.0,+,189712.0,"[""COMP"", ""EXP"", ""EXP""]"
tff,rpsBp,189712.0,+,189712.0,"[""COMP"", ""EXP"", ""EXP""]"
tsf,rpsBp,190857.0,+,189712.0,"[""COMP"", ""EXP"", ""EXP""]"
rpsT,rpsTp1,21078.0,-,21210.0,"[""none"", ""EXP"", ""EXP"", ""COMP""]"
rpsT,rpsTp2,21078.0,-,21120.0,"[""none"", ""EXP"", ""EXP"", ""COMP""]"
rraA,rraAp,4119330.0,-,4119358.0,"[""COMP"", ""EXP"", ""EXP""]"
rraB,rraBp2,4478473.0,+,4478445.0,"[""EXP""]"
rraB,rraBp1,4478473.0,+,4478384.0,"[""COMP"", ""EXP"", ""COMP""]"
rsd,rsdp1,4196808.0,-,4196954.0,"[""COMP"", ""EXP"", ""COMP""]"
rsd,rsdp2,4196808.0,-,4196859.0,"[""COMP"", ""EXP"", ""COMP""]"
rseA,rseAp3,2709404.0,-,2709632.0,"[""COMP"", ""EXP"", ""COMP""]"
rseB,rseAp3,2708754.0,-,2709632.0,"[""COMP"", ""EXP"", ""COMP""]"
rseC,rseAp3,2707801.0,-,2709632.0,"[""COMP"", ""EXP"", ""COMP""]"
rseP,rsePp,196546.0,+,196470.0,"[""COMP"", ""EXP"", ""COMP""]"
rseX,rseXp,2033649.0,+,2033649.0,"[""none"", ""COMP""]"
rspA,rspAp,1655141.0,-,1655171.0,"[""none"", ""EXP""]"
rspB,rspAp,1653915.0,-,1655171.0,"[""none"", ""EXP""]"
rspR,ydfHp,1628352.0,+,1628326.0,"[""EXP""]"
rssA,rssAp,1289245.0,+,1289106.0,"[""COMP"", ""EXP"", ""EXP"", ""EXP""]"
rssB,rssAp,1290242.0,+,1289106.0,"[""COMP"", ""EXP"", ""EXP"", ""EXP""]"
rssB,rssBp,1290242.0,+,1290220.0,"[""COMP"", ""EXP"", ""COMP""]"
rstA,rstAp,1682159.0,+,1682138.0,"[""none"", ""EXP""]"
rstB,rstAp,1682882.0,+,1682138.0,"[""none"", ""EXP""]"
rtcA,rtcBp,3556849.0,-,3558107.0,"[""COMP"", ""EXP"", ""COMP""]"
rtcB,rtcBp,3558079.0,-,3558107.0,"[""COMP"", ""EXP"", ""COMP""]"
rutA,rutAp,1074011.0,-,1074026.0,"[""COMP"", ""COMP"", ""COMP"", ""EXP""]"
rutB,rutAp,1072863.0,-,1074026.0,"[""COMP"", ""COMP"", ""COMP"", ""EXP""]"
rutC,rutAp,1072159.0,-,1074026.0,"[""COMP"", ""COMP"", ""COMP"", ""EXP""]"
rutD,rutAp,1071765.0,-,1074026.0,"[""COMP"", ""COMP"", ""COMP"", ""EXP""]"
rutE,rutAp,1070955.0,-,1074026.0,"[""COMP"", ""COMP"", ""COMP"", ""EXP""]"
rutF,rutAp,1070354.0,-,1074026.0,"[""COMP"", ""COMP"", ""COMP"", ""EXP""]"
rutG,rutAp,1069839.0,-,1074026.0,"[""COMP"", ""COMP"", ""COMP"", ""EXP""]"
rutR,rutRp1,1074242.0,+,1074134.0,"[""COMP"", ""EXP"", ""COMP""]"
rutR,rutRp2,1074242.0,+,1074113.0,"[""COMP"", ""EXP"", ""COMP""]"
